question,database,output,type,cypher,explanation,syntax_error,timeout,returns_results,no_cypher
Find the born years of people who acted in movies released in 1995. Limit to 3.,movies,"<explanation>
This query starts with all movies released in 1995, then matches people who acted in those movies. Finally, it returns the distinct born years of those people, limited to 3 results. 

1. **Match Movies:** `MATCH (m:Movie) WHERE m.released = 1995` finds all movies released in 1995.
2. **Match Actors:** `MATCH (p:Person)-[:ACTED_IN]->(m)` finds all people who have an ACTED_IN relationship with those movies.
3. **Return Born Years:** `RETURN DISTINCT p.born` returns the distinct born years of those people.
4. **Limit Results:** `LIMIT 3` limits the results to the first 3. 
</explanation>
```cypher
MATCH (m:Movie) WHERE m.released = 1995
MATCH (p:Person)-[:ACTED_IN]->(m)
RETURN DISTINCT p.born
LIMIT 3
```",Evaluation query,"MATCH (m:Movie) WHERE m.released = 1995
MATCH (p:Person)-[:ACTED_IN]->(m)
RETURN DISTINCT p.born
LIMIT 3","This query starts with all movies released in 1995, then matches people who acted in those movies. Finally, it returns the distinct born years of those people, limited to 3 results. 

1. **Match Movies:** `MATCH (m:Movie) WHERE m.released = 1995` finds all movies released in 1995.
2. **Match Actors:** `MATCH (p:Person)-[:ACTED_IN]->(m)` finds all people who have an ACTED_IN relationship with those movies.
3. **Return Born Years:** `RETURN DISTINCT p.born` returns the distinct born years of those people.
4. **Limit Results:** `LIMIT 3` limits the results to the first 3.",False,False,True,False
What are the release years of movies produced by people born before 1950? Limit to 3.,movies,"<explanation>
1. We start by matching all people born before 1950 (`WHERE p.born < 1950`).
2. Then, we traverse the `PRODUCED` relationships to find movies produced by those people.
3. We collect distinct release years (`DISTINCT m.released`) of those movies and alias it as `releaseYear`.
4. We use `LIMIT 3` to get only the first three distinct release years.

```cypher
MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born < 1950
RETURN DISTINCT m.released AS releaseYear
LIMIT 3
```
</explanation>
```cypher
MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born < 1950
RETURN DISTINCT m.released AS releaseYear
LIMIT 3
```",Evaluation query,"MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born < 1950
RETURN DISTINCT m.released AS releaseYear
LIMIT 3","1. We start by matching all people born before 1950 (`WHERE p.born < 1950`).
2. Then, we traverse the `PRODUCED` relationships to find movies produced by those people.
3. We collect distinct release years (`DISTINCT m.released`) of those movies and alias it as `releaseYear`.
4. We use `LIMIT 3` to get only the first three distinct release years.

```cypher
MATCH (p:Person)-[:PRODUCED]->(m:Movie)
WHERE p.born < 1950
RETURN DISTINCT m.released AS releaseYear
LIMIT 3
```",False,False,True,False
List the names of people who wrote movies reviewed with a rating greater than 80. Limit to 5.,movies,"<explanation>
This query starts by matching all `Person` nodes that have a `WROTE` relationship with a `Movie` node. Then it filters these results to only include those where the `Movie` node also has an incoming `REVIEWED` relationship with a `rating` property greater than 80. Finally, it returns the `name` property of the `Person` nodes and limits the results to 5. 
<explanation>
```cypher
MATCH (p:Person)-[:WROTE]->(m:Movie)<-[r:REVIEWED]-()
WHERE r.rating > 80
RETURN DISTINCT p.name
LIMIT 5
```",Evaluation query,"MATCH (p:Person)-[:WROTE]->(m:Movie)<-[r:REVIEWED]-()
WHERE r.rating > 80
RETURN DISTINCT p.name
LIMIT 5",,False,False,True,False
Which movies acted in by Tom Hanks were released after 1995? Limit to 3.,movies,"<explanation>
1. **Match on the person named ""Tom Hanks"".**
2. **Traverse the `ACTED_IN` relationships to find the movies.**
3. **Filter the movies based on the release year being after 1995.**
4. **Return the titles of the movies, limited to the top 3.**

```cypher
MATCH (p:Person {name: ""Tom Hanks""})-[r:ACTED_IN]->(m:Movie)
WHERE m.released > 1995
RETURN m.title
LIMIT 3
```
</explanation>",Evaluation query,"MATCH (p:Person {name: ""Tom Hanks""})-[r:ACTED_IN]->(m:Movie)
WHERE m.released > 1995
RETURN m.title
LIMIT 3","1. **Match on the person named ""Tom Hanks"".**
2. **Traverse the `ACTED_IN` relationships to find the movies.**
3. **Filter the movies based on the release year being after 1995.**
4. **Return the titles of the movies, limited to the top 3.**

```cypher
MATCH (p:Person {name: ""Tom Hanks""})-[r:ACTED_IN]->(m:Movie)
WHERE m.released > 1995
RETURN m.title
LIMIT 3
```",False,False,True,False
What are the taglines of movies directed by people born after 1950? Limit to 3.,movies,"<explanation>
This query first finds all people born after 1950. Then, it matches those people to the movies they directed. Finally, it returns the taglines of those movies and limits the result set to 3. 
</explanation>
```cypher
MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE p.born > 1950
RETURN m.tagline
LIMIT 3
```",Evaluation query,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE p.born > 1950
RETURN m.tagline
LIMIT 3","This query first finds all people born after 1950. Then, it matches those people to the movies they directed. Finally, it returns the taglines of those movies and limits the result set to 3.",False,False,True,False
"Find the number of votes for movies reviewed with ""funny"" in the summary. Limit to 5.",movies,"<explanation>
This query will first find all movies that have been reviewed with ""funny"" in the summary, then sum up the total number of votes for those movies, limit the result to 5 and return the count.

1. **MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)**: We start by matching all movies (`m:Movie`) that have an incoming `REVIEWED` relationship (`r:REVIEWED`) from any person (`p:Person`).
2. **WHERE toLower(r.summary) CONTAINS 'funny'**: This filters the matched movies to include only those where the review summary contains the word ""funny"", case-insensitive.
3. **WITH m, sum(m.votes) AS total_votes**: We use `WITH` to aggregate the results and calculate the `total_votes` by summing up the `votes` property of all matching movies.
4. **RETURN total_votes LIMIT 5**: We return the `total_votes` and limit the result to the top 5 movies. 

</explanation>
```cypher
MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)
WHERE toLower(r.summary) CONTAINS 'funny'
WITH m, sum(m.votes) AS total_votes
RETURN total_votes LIMIT 5
```",Evaluation query,"MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)
WHERE toLower(r.summary) CONTAINS 'funny'
WITH m, sum(m.votes) AS total_votes
RETURN total_votes LIMIT 5","This query will first find all movies that have been reviewed with ""funny"" in the summary, then sum up the total number of votes for those movies, limit the result to 5 and return the count.

1. **MATCH (m:Movie)<-[r:REVIEWED]-(p:Person)**: We start by matching all movies (`m:Movie`) that have an incoming `REVIEWED` relationship (`r:REVIEWED`) from any person (`p:Person`).
2. **WHERE toLower(r.summary) CONTAINS 'funny'**: This filters the matched movies to include only those where the review summary contains the word ""funny"", case-insensitive.
3. **WITH m, sum(m.votes) AS total_votes**: We use `WITH` to aggregate the results and calculate the `total_votes` by summing up the `votes` property of all matching movies.
4. **RETURN total_votes LIMIT 5**: We return the `total_votes` and limit the result to the top 5 movies.",False,False,True,False
What are the roles of Laurence Fishburne in movies produced by Joel Silver? Limit to 3.,movies,"<explanation>
1. We need to find `Person` nodes with `name` equal to ""Laurence Fishburne"" and ""Joel Silver"".
2. Then we need to traverse the graph from ""Laurence Fishburne"" through `ACTED_IN` relationship to `Movie` nodes.
3. From these `Movie` nodes we need to traverse backwards through `PRODUCED` relationships to check whether they were produced by ""Joel Silver"".
4. Finally we return distinct `roles` properties from `ACTED_IN` relationships.

```cypher
MATCH (laurence:Person {name: ""Laurence Fishburne""})-[:ACTED_IN]->(movie:Movie)<-[:PRODUCED]-(joel:Person {name: ""Joel Silver""})
RETURN DISTINCT laurence.roles
LIMIT 3
```
</explanation>
```cypher
MATCH (laurence:Person {name: ""Laurence Fishburne""})-[:ACTED_IN]->(movie:Movie)<-[:PRODUCED]-(joel:Person {name: ""Joel Silver""})
WITH DISTINCT laurence.roles AS roles
UNWIND roles AS role
RETURN role
LIMIT 3
```",Evaluation query,"MATCH (laurence:Person {name: ""Laurence Fishburne""})-[:ACTED_IN]->(movie:Movie)<-[:PRODUCED]-(joel:Person {name: ""Joel Silver""})
RETURN DISTINCT laurence.roles
LIMIT 3","1. We need to find `Person` nodes with `name` equal to ""Laurence Fishburne"" and ""Joel Silver"".
2. Then we need to traverse the graph from ""Laurence Fishburne"" through `ACTED_IN` relationship to `Movie` nodes.
3. From these `Movie` nodes we need to traverse backwards through `PRODUCED` relationships to check whether they were produced by ""Joel Silver"".
4. Finally we return distinct `roles` properties from `ACTED_IN` relationships.

```cypher
MATCH (laurence:Person {name: ""Laurence Fishburne""})-[:ACTED_IN]->(movie:Movie)<-[:PRODUCED]-(joel:Person {name: ""Joel Silver""})
RETURN DISTINCT laurence.roles
LIMIT 3
```",False,False,True,False
What are the summaries of reviews for movies acted in by Keanu Reeves? Limit to 5.,movies,"<explanation>
1. We need to find the Person node with the name 'Keanu Reeves'.
2. Then we need to traverse the ACTED_IN relationships from that person to the movies they acted in.
3. Next, we traverse the REVIEWED relationships from those movies to the people who reviewed them.
4. Finally, we return the summary property of the REVIEWED relationship and limit the result to 5.
</explanation>
```cypher
MATCH (p:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie)<-[r:REVIEWED]-()
RETURN r.summary
LIMIT 5
```",Evaluation query,"MATCH (p:Person {name: 'Keanu Reeves'})-[:ACTED_IN]->(m:Movie)<-[r:REVIEWED]-()
RETURN r.summary
LIMIT 5","1. We need to find the Person node with the name 'Keanu Reeves'.
2. Then we need to traverse the ACTED_IN relationships from that person to the movies they acted in.
3. Next, we traverse the REVIEWED relationships from those movies to the people who reviewed them.
4. Finally, we return the summary property of the REVIEWED relationship and limit the result to 5.",False,False,True,False
Find the born years of people who directed movies with more than 500 votes. Limit to 3.,movies,"<explanation>
1. **MATCH** the pattern of a person directing a movie: `(p:Person)-[:DIRECTED]->(m:Movie)`.
2. **WHERE** the movie has more than 500 votes: `m.votes > 500`.
3. **RETURN** the born year of the person: `p.born`.
4. **LIMIT** the result to the first 3: `LIMIT 3`.

```cypher
MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE m.votes > 500
RETURN p.born
LIMIT 3
```
</explanation>
```cypher
MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE m.votes > 500
RETURN p.born
LIMIT 3
```",Evaluation query,"MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE m.votes > 500
RETURN p.born
LIMIT 3","1. **MATCH** the pattern of a person directing a movie: `(p:Person)-[:DIRECTED]->(m:Movie)`.
2. **WHERE** the movie has more than 500 votes: `m.votes > 500`.
3. **RETURN** the born year of the person: `p.born`.
4. **LIMIT** the result to the first 3: `LIMIT 3`.

```cypher
MATCH (p:Person)-[:DIRECTED]->(m:Movie)
WHERE m.votes > 500
RETURN p.born
LIMIT 3
```",False,False,True,False
What are the release years of movies written by people born after 1960? Limit to 3.,movies,"<explanation>
1. **MATCH** the pattern of a `Person` writing (`WROTE`) a `Movie`.
2. **WHERE** clause filters the `Person` nodes based on their birth year (`born`) being greater than 1960.
3. **RETURN** the distinct release years (`released`) of the `Movie` nodes.
4. **ORDER BY** release year in ascending order.
5. **LIMIT** the results to the top 3.

```cypher
MATCH (p:Person)-[:WROTE]->(m:Movie)
WHERE p.born > 1960
RETURN DISTINCT m.released AS releaseYear
ORDER BY releaseYear
LIMIT 3
```
</explanation>
```cypher
MATCH (p:Person)-[:WROTE]->(m:Movie)
WHERE p.born > 1960
RETURN DISTINCT m.released AS releaseYear
ORDER BY releaseYear
LIMIT 3
```",Evaluation query,"MATCH (p:Person)-[:WROTE]->(m:Movie)
WHERE p.born > 1960
RETURN DISTINCT m.released AS releaseYear
ORDER BY releaseYear
LIMIT 3","1. **MATCH** the pattern of a `Person` writing (`WROTE`) a `Movie`.
2. **WHERE** clause filters the `Person` nodes based on their birth year (`born`) being greater than 1960.
3. **RETURN** the distinct release years (`released`) of the `Movie` nodes.
4. **ORDER BY** release year in ascending order.
5. **LIMIT** the results to the top 3.

```cypher
MATCH (p:Person)-[:WROTE]->(m:Movie)
WHERE p.born > 1960
RETURN DISTINCT m.released AS releaseYear
ORDER BY releaseYear
LIMIT 3
```",False,False,True,False
Which movies acted in by Hugo Weaving were released after 2005? Limit to 3.,movies,"<explanation>
1. We need to find movies that Hugo Weaving acted in. So we start by finding the node with `name: ""Hugo Weaving""`.
2. Then we traverse the `ACTED_IN` relationships from that node to find the movies.
3. We filter those movies to only include those released after `2005`.
4. We return the title of those movies.
5. We limit the result to the top 3 movies.
</explanation>
```cypher
MATCH (p:Person {name: ""Hugo Weaving""})-[:ACTED_IN]->(m:Movie)
WHERE m.released > 2005
RETURN m.title
LIMIT 3
```",Evaluation query,"MATCH (p:Person {name: ""Hugo Weaving""})-[:ACTED_IN]->(m:Movie)
WHERE m.released > 2005
RETURN m.title
LIMIT 3","1. We need to find movies that Hugo Weaving acted in. So we start by finding the node with `name: ""Hugo Weaving""`.
2. Then we traverse the `ACTED_IN` relationships from that node to find the movies.
3. We filter those movies to only include those released after `2005`.
4. We return the title of those movies.
5. We limit the result to the top 3 movies.",False,False,True,False
"What are the taglines of movies reviewed with ""journey"" in the summary? Limit to 3.",movies,"<explanation>
1. **Find reviews with ""journey"" in the summary:** 
   - We start by finding all `REVIEWED` relationships where the `summary` property contains the word ""journey"".
2. **Get the connected movies:**
   - We then traverse the graph from these `REVIEWED` relationships to the connected `Movie` nodes.
3. **Retrieve the taglines:** 
   - From the `Movie` nodes, we return the `tagline` property.
4. **Limit the results:**
   - Finally, we use `LIMIT` to restrict the output to a maximum of 3 taglines.

```cypher
MATCH (:Person)-[r:REVIEWED]->(m:Movie)
WHERE r.summary CONTAINS 'journey'
RETURN m.tagline
LIMIT 3
```
</explanation>
```cypher
MATCH (:Person)-[r:REVIEWED]->(m:Movie)
WHERE r.summary CONTAINS 'journey'
RETURN m.tagline
LIMIT 3
```",Evaluation query,"MATCH (:Person)-[r:REVIEWED]->(m:Movie)
WHERE r.summary CONTAINS 'journey'
RETURN m.tagline
LIMIT 3","1. **Find reviews with ""journey"" in the summary:** 
   - We start by finding all `REVIEWED` relationships where the `summary` property contains the word ""journey"".
2. **Get the connected movies:**
   - We then traverse the graph from these `REVIEWED` relationships to the connected `Movie` nodes.
3. **Retrieve the taglines:** 
   - From the `Movie` nodes, we return the `tagline` property.
4. **Limit the results:**
   - Finally, we use `LIMIT` to restrict the output to a maximum of 3 taglines.

```cypher
MATCH (:Person)-[r:REVIEWED]->(m:Movie)
WHERE r.summary CONTAINS 'journey'
RETURN m.tagline
LIMIT 3
```",False,False,True,False
